"ID","NAME","CASnumber","COMPTYPE","COMPINDEX","FORMULA","MOLARMASS","LIQDENS","TC","PC","ACSFACT","NORMBOIL","MWAVG","CRITVOL","PVMODEL","Href","CPA","CPB","CPC","CPD","CPE","AntoineVapPresLiqType","ANTOINEA","ANTOINEB","ANTOINEC","ANTOINED","ANTOINEE","DIPOLEMOMENT","VISCFACT","RACKETZ","volcorrSRK_T","LJDIAMETER","LJEPS","SphericalCoreRadius","LIQVISCMODEL","LIQVISC1","LIQVISC2","LIQVISC3","LIQVISC4","GIBBSENERGYOFFORMATION","DIELECTRICPARAMETER1","DIELECTRICPARAMETER2","DIELECTRICPARAMETER3","DIELECTRICPARAMETER4","DIELECTRICPARAMETER5","IONICCHARGE","REFERENCESTATETYPE","HenryCoef1","HenryCoef2","HenryCoef3","HenryCoef4","SCHWARTZENTRUBER1","SCHWARTZENTRUBER2","SCHWARTZENTRUBER3","LIQUIDCONDUCTIVITY1","LIQUIDCONDUCTIVITY2","LIQUIDCONDUCTIVITY3","PARACHOR","HEATOFFUSION","TRIPLEPOINTDENSITY","TRIPLEPOINTPRESSURE","TRIPLEPOINTTEMPERATURE","MELTINGPOINTTEMPERATURE","ENTHALPYOFFORMATION","ABSOLUTEENTROPY","SOLIDDENSITYCOEFS1","SOLIDDENSITYCOEFS2","SOLIDDENSITYCOEFS3","SOLIDDENSITYCOEFS4","SOLIDDENSITYCOEFS5","LIQUIDDENSITYCOEFS1","LIQUIDDENSITYCOEFS2","LIQUIDDENSITYCOEFS3","LIQUIDDENSITYCOEFS4","LIQUIDDENSITYCOEFS5","HEATOFVAPORIZATIONCOEFS1","HEATOFVAPORIZATIONCOEFS2","HEATOFVAPORIZATIONCOEFS3","HEATOFVAPORIZATIONCOEFS4","HEATOFVAPORIZATIONCOEFS5","STDDENS","MC1","MC2","MC3","MC1Solid","MC2Solid","MC3Solid","TwuCoon1","TwuCoon2","TwuCoon3","associationsites","associationscheme","racketZCPA","volcorrCPA_T","associationboundingvolume_SRK","associationenergy","aCPA_SRK","bCPA_SRK","mCPA_SRK","aCPA_PR","bCPA_PR","mCPA_PR","associationboundingvolume_PR","calcActivity","ANTOINESolidA","ANTOINESolidB","ANTOINESolidC","Hsub","criticalViscosity","HydrateA1Small","HydrateB1Small","HydrateA1Large","HydrateB1Large","HydrateA2Small","HydrateB2Small","HydrateA2Large","HydrateB2Large","HydrateFormer","mSAFT","sigmaSAFT","epsikSAFT","associationboundingvolume_PCSAFT","associationenergy_PCSAFT","LJDIAMETERHYDRATE","LJEPSHYDRATE","SphericalCoreRadiusHYDRATE","DeshMatIonicDiameter","waxformer","B2_largeGF","A1_smallGF","B1_smallGF","A1_largeGF","B1_largeGF","A2_smallGF","B2_smallGF","A2_largeGF","CPsolid1","CPsolid2","CPsolid3","CPsolid4","CPsolid5","CPliquid1","CPliquid2","CPliquid3","CPliquid4","CPliquid5","MCPR1","MCPR2","MCPR3","PARACHOR_CPA"
11,"methanol                                          ","67-56-1","alcohol",11,"CH4O                                              ",32.04,0.79,239.49,80.96,0.55,64.55,32.04,99.00,"Classic                                           ",11133.00,39.19,-0.05,3.5010254e-04,-3.6939102e-07,1.276199e-10,"pow10",5.20,1580.08,239.50,0.00,0.00,1.70,0.21,0.20,0.00,3.62,481.80,0.00,3,-39.35,4826.00,0.10,-1.13e-04,57900.00,-19.29,29814.50,-0.01,0.01,0.03,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,73.06,3177.00,1000.00,6.11e-03,175.50,175.50,-242000.00,189.00,30.58,0.00,0.00,0.00,0.00,2.28,0.26,512.64,0.24,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,1.43,-0.79,0.32,0.00,0.00,0.00,0.00,0.00,0.00,2,"2B",0.00,0.00,0.01,24591.00,40531.00,3.09,0.43,47052.00,3.30,0.90,0.04,1,17.38,-7582.40,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",1.52,3.23,188.90,0.03,24106.44,3.62,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-12706.00,958.78,-5.23,0.01,0.00,105800.00,-362.23,0.93,0.00,0.00,1.22,-0.27,-0.39,87.54
12,"MEG                                               ","107-21-1","glycol",12,"C2H6O2                                            ",62.06,1.11,446.85,90.00,0.53,197.35,62.06,186.00,"Classic                                           ",32022.60,35.70,0.24,-1.497e-04,3.011e-08,0.00,"exp",13.62,6022.18,-28.25,0.00,0.00,2.30,0.21,0.24,0.00,3.62,481.80,0.00,3,-23.15,5694.48,0.02,0.00,57900.00,-19.29,29814.53,-0.01,0.01,0.03,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.65,-3.95,3.67,0.51,-7.981692e-04,6.48e-08,133.32,9958.00,904.00,2.42e-06,260.15,260.15,-388000.00,324.00,21.40,0.00,0.00,0.00,0.00,1.31,0.25,719.70,0.21,0.00,82900000.00,0.42,0.00,0.00,0.00,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,"4C",0.28,3.8912741621335e-04,0.01,19752.00,108190.00,5.14,0.67,108190.00,5.14,0.67,0.05,1,17.09,-7800.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,3.62,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35540.00,436.78,-0.18,0.00,0.00,35540.00,436.78,-0.18,0.00,0.00,0.91,1.34,-1.89,151.81
13,"oxygen                                            ","7782-44-7","inert",13,"O2                                                ",31.99,0.00,-118.55,50.46,0.02,-182.95,31.99,73.40,"Classic                                           ",11103.10,30.17,-0.01,5.470612e-05,-4.996714e-08,1.488206e-11,"log",-6.28,1.73,-1.81,-0.02,0.00,0.00,0.00,0.00,0.00,3.46,106.70,0.00,3,-4.77,215.00,0.01,-6.26e-05,57900.00,-19.29,29814.50,-0.01,0.01,0.03,0,"solute                                            ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,0.00,6000.00,1000.00,1.4633e-03,56.36,273.00,-242000.00,189.00,53.00,-7.84e-03,0.00,0.00,0.00,5.46,0.30,647.00,0.08,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.01,2016.20,0.05,1662.30,0.09,1045.90,2.681e-03,2563.90,"yes",0.00,0.00,0.00,0.00,0.00,3.46,106.70,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14,"TEG                                               ","112-27-6","glycol",14,"C6H14O4                                           ",150.17,1.12,496.35,33.13,1.28,278.30,150.17,450.00,"Classic                                           ",93317.40,86.40,0.60,-3.622e-04,7.285e-08,0.00,"exp",6.75,3715.22,-1.29,0.00,0.00,2.20,0.21,0.24,0.00,3.62,481.80,0.00,3,-53.92,9741.99,0.10,-7.580229e-05,-394370.00,-19.29,29814.50,-0.01,0.01,0.03,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,-5.478362e-04,0.00,358.33,15900.00,1000.00,6.11e-03,268.25,268.25,-242000.00,189.00,8.89,-7.84e-03,0.00,0.00,0.00,0.59,0.26,769.50,0.24,0.00,52100000.00,0.32,-0.21,0.25,0.00,1.12,1.37,1.78,-4.37,0.00,0.00,0.00,0.00,0.00,0.00,4,"4C",0.28,-4.42361325941829e-03,0.01,14337.00,391260.00,13.21,1.16,391260.00,13.21,1.16,0.01,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,3.62,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,153800.00,587.00,0.00,0.00,0.00,153800.00,587.00,0.00,0.00,0.00,1.55,-0.77,0.31,349.63
15,"DEG                                               ","111-46-6","glycol",15,"C4H10O3                                           ",106.12,1.11,471.45,46.61,1.20,245.85,106.12,316.00,"Classic                                           ",62670.00,73.10,0.34,-1.468e-04,1.846e-08,0.00,"exp",10.41,4122.52,-122.50,0.00,0.00,2.20,0.21,0.24,0.00,3.62,481.80,0.00,4,1385.09,495.54,0.00,0.00,-394370.00,-19.29,29814.50,-0.01,0.01,0.03,0,"solvent                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,0.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,12.60,-7.84e-03,0.00,0.00,0.00,0.83,0.26,744.60,0.24,0.00,52100000.00,0.32,-0.21,0.25,0.00,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,"4C",0.00,0.00,6.4e-03,19684.00,264080.00,9.21,0.79,264080.00,9.21,0.79,6.4e-03,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,3.62,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,177000.00,0.00,0.00,0.00,0.00,125410.00,400.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16,"nitrogen                                          ","7727-37-9","inert",16,"N2                                                ",28.01,0.80,-147.05,33.94,0.04,-195.75,28.01,89.80,"Classic                                           ",8330.80,29.42,-2.169954e-03,5.8198e-07,1.305298e-08,-8.23086e-12,"pow10",5.73,167.93,254.48,0.00,0.00,0.00,0.00,0.00,0.00,3.13,126.57,0.35,2,-7.81,3140.00,0.00,0.00,-394370.00,-19.29,29814.50,-0.01,0.01,0.03,0,"solute                                            ",0.00,0.00,0.00,0.00,0.05,-2.34,1.56,-0.38,5.25e-03,-6.37e-06,41.00,720.00,870.00,0.12,63.15,63.30,0.00,192.00,37.87,-0.06,0.00,0.00,0.00,3.21,0.28,126.00,0.29,0.00,7490000.00,0.40,-0.31,0.27,0.00,0.10,0.57,-0.32,0.59,0.00,0.00,0.00,0.11,0.90,2.87,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.60,1,1.00,-21.24,0.00,0,1.74179e-05,0.05,932.30,0.03,2240.00,7.507e-03,2004.00,0.09,1596.00,"yes",1.20,3.31,90.96,0.00,0.00,3.13,126.57,0.35,1.00,0,1150.00,0.01,2159.00,0.40,1037.18,7.18e-03,2090.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.00,41.00
17,"n-butane                                          ","106-97-8","HC",17,"C4H10                                             ",58.12,0.00,151.97,37.96,0.20,-0.45,58.12,255.00,"Classic                                           ",29278.10,46.11,0.04,6.6985898e-04,-8.7887294e-07,3.4370076e-10,"pow10",3.93,935.77,238.78,0.00,0.00,0.00,0.00,0.00,0.00,2.91,209.00,0.93,2,-7.81,3140.00,0.00,0.00,-394370.00,-19.29,29814.50,-0.01,0.01,0.03,0,"solute                                            ",0.00,0.00,0.00,0.00,-0.01,-4.92,4.85,-0.38,5.25e-03,-6.37e-06,191.70,6000.00,1000.00,6.76236e-06,134.86,138.15,-126150.00,189.00,15.19,-6.886e-03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.10,0.80,-0.21,0.36,0.00,0.00,0.00,0.33,0.85,1.86,0,"0",0.00,0.00,0.00,0.00,131427.40,7.20,0.70,0.00,0.00,0.00,5.76,1,1.00,-13.43,0.00,35900,2.57682e-05,0.00,0.00,0.00,0.00,0.00,0.00,1.262e-03,4580.00,"yes",2.33,3.70,222.86,0.00,0.00,2.91,209.00,0.93,1.00,0,2691.00,0.00,0.00,0.00,0.00,0.00,0.00,1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,-0.03,0.21,191.70
18,"HCO3-","74-82-8","ion",18,"HCO3",61.00,0.79,444.15,290.89,0.34,64.55,61.00,99.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",-8.54,0.76,-3.10,1.54,0.00,1.70,0.21,0.00,0.00,3.12,481.80,0.00,3,-39.35,4826.00,0.10,-1.13e-04,-587000.00,0.00,0.00,0.00,0.00,0.00,-1,"solute                                            ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,3.12,481.80,0.00,4.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
19,"Li+                                               ","0-0-0-0","ion",19,"Li                                                ",6.94,0.79,444.15,290.89,0.34,64.55,6.94,99.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",-8.54,0.76,-3.10,1.54,0.00,1.70,0.21,0.00,0.00,4.76,481.80,0.00,3,-39.35,4826.00,0.10,-1.13e-04,-587000.00,0.00,0.00,0.00,0.00,0.00,1,"solute                                            ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,4.76,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
20,"K+                                                ","0-0-0-0","ion",20,"K                                                 ",39.10,0.79,444.15,290.89,0.34,64.55,39.10,99.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",-8.54,0.76,-3.10,1.54,0.00,1.70,0.21,0.00,0.00,2.50,481.80,0.00,3,-39.35,4826.00,0.10,-1.13e-04,-587000.00,0.00,0.00,0.00,0.00,0.00,1,"solute                                            ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,2.50,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
21,"Ca++","0-0-0-0","ion",21,"Ca2                                               ",40.08,0.79,444.15,290.89,0.34,64.55,40.08,99.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",-8.54,0.76,-3.10,1.54,0.00,1.70,0.21,0.00,0.00,6.20,481.80,0.00,3,-39.35,4826.00,0.10,-1.13e-04,-587000.00,0.00,0.00,0.00,0.00,0.00,2,"solute                                            ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,52.87,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,6.20,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
22,"I-                                                ","0-0-0-0","ion",22,"I                                                 ",126.90,0.79,444.15,290.89,0.34,64.55,126.90,99.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",-8.54,0.76,-3.10,1.54,0.00,1.70,0.21,0.00,0.00,4.32,481.80,0.00,3,-39.35,4826.00,0.10,-1.13e-04,-587000.00,0.00,0.00,0.00,0.00,0.00,-1,"solute                                            ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,4.32,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
23,"Sr++                                              ","0-0-0-0","ion",23,"Sr",87.62,0.79,444.15,290.89,0.34,64.55,32.04,99.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",-8.54,0.76,-3.10,1.54,0.00,1.70,0.21,0.00,0.00,6.20,481.80,0.00,3,-39.35,4826.00,0.10,-1.13e-04,-587000.00,0.00,0.00,0.00,0.00,0.00,2,"solute                                            ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,6.20,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
24,"Ba++                                              ","0-0-0-0","ion",24,"Ba                                                ",137.30,0.79,444.15,290.89,0.34,64.55,137.30,99.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",-8.54,0.76,-3.10,1.54,0.00,1.70,0.21,0.00,0.00,5.80,481.80,0.00,3,-39.35,4826.00,0.10,-1.13e-04,-587000.00,0.00,0.00,0.00,0.00,0.00,2,"solute                                            ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,5.80,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
25,"OH-","0-0-0-0","ion",25,"OH",17.00,0.79,444.15,290.89,0.34,64.55,17.00,99.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",-8.54,0.76,-3.10,1.54,0.00,1.70,0.21,0.00,0.00,3.52,481.80,0.00,3,-39.35,4826.00,0.10,-1.13e-04,-157000.00,0.00,0.00,0.00,0.00,0.00,-1,"solute                                            ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,3.52,481.80,0.00,3.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
26,"CO3--","0-0-0-0","ion",26,"CO3minus2                                         ",59.98,0.79,444.15,290.89,0.34,64.55,59.98,99.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",-8.54,0.76,-3.10,1.54,0.00,1.70,0.21,0.00,0.00,3.70,481.80,0.00,3,-39.35,4826.00,0.10,-1.13e-04,-587000.00,0.00,0.00,0.00,0.00,0.00,-2,"solute                                            ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,3.70,481.80,0.00,5.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
27,"NH4+                                              ","0-0-0-0","ion",27,"NH4                                               ",18.01,0.79,444.15,290.89,0.34,64.55,18.01,99.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"loglog",-8.54,0.76,-3.10,1.54,0.00,1.70,0.21,0.00,0.00,2.50,481.80,0.00,3,-39.35,4826.00,0.10,-1.13e-04,-587000.00,0.00,0.00,0.00,0.00,0.00,1,"solute                                            ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,2.50,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
28,"Br-                                               ","0-0-0-0","ion",28,"Br                                                ",79.90,0.79,444.15,290.89,0.34,64.55,79.90,99.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,"log",-8.54,0.76,-3.10,1.54,0.00,1.70,0.21,0.00,0.00,3.90,481.80,0.00,3,-39.35,4826.00,0.10,-1.13e-04,-587000.00,0.00,0.00,0.00,0.00,0.00,-1,"solute                                            ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,5.25e-03,-6.37e-06,207.00,6000.00,1000.00,6.11e-03,273.00,273.00,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,"0",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",0.00,0.00,0.00,0.00,0.00,3.90,481.80,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.00
29,"n-pentane                                         ","109-66-0","HC",29,"nC5                                               ",72.15,0.62,196.55,33.70,0.25,36.05,72.15,304.00,"Classic                                           ",39036.60,62.80,-3.059552e-03,9.8487644e-04,-1.24202846e-06,4.7830442e-10,"pow10",6.85,1064.84,232.01,0.00,0.00,0.00,0.00,0.00,0.00,5.78,341.10,0.00,2,-7.81,3140.00,0.00,0.00,-394370.00,-19.29,29814.50,-0.01,0.01,0.03,0,"solute                                            ",0.00,0.00,0.00,0.00,0.07,-1.34,0.04,-0.38,5.25e-03,-6.37e-06,233.90,8401.50,1000.00,6.8642e-07,143.42,143.42,-242000.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52100000.00,0.32,-0.21,0.25,0.00,0.99,0.90,-0.35,0.66,0.00,0.00,0.00,0.31,0.84,2.10,0,"0",0.00,0.00,0.00,0.00,181980.00,9.10,0.79,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,42000,2.58651e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"no",2.68,3.77,231.20,0.00,0.00,5.78,341.10,0.00,1.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,-0.10,0.38,233.90
