ID,NAME,CASnumber,COMPTYPE,COMPINDEX,FORMULA,MOLARMASS,LIQDENS,TC,PC,ACSFACT,NORMBOIL,MWAVG,CRITVOL,PVMODEL,Href,CPA,CPB,CPC,CPD,CPE,AntoineVapPresLiqType,ANTOINEA,ANTOINEB,ANTOINEC,ANTOINED,ANTOINEE,DIPOLEMOMENT,VISCFACT,RACKETZ,volcorrSRK_T,LJDIAMETER,LJEPS,SphericalCoreRadius,LIQVISCMODEL,LIQVISC1,LIQVISC2,LIQVISC3,LIQVISC4,GIBBSENERGYOFFORMATION,DIELECTRICPARAMETER1,DIELECTRICPARAMETER2,DIELECTRICPARAMETER3,DIELECTRICPARAMETER4,DIELECTRICPARAMETER5,IONICCHARGE,REFERENCESTATETYPE,HenryCoef1,HenryCoef2,HenryCoef3,HenryCoef4,SCHWARTZENTRUBER1,SCHWARTZENTRUBER2,SCHWARTZENTRUBER3,LIQUIDCONDUCTIVITY1,LIQUIDCONDUCTIVITY2,LIQUIDCONDUCTIVITY3,PARACHOR,HEATOFFUSION,TRIPLEPOINTDENSITY,TRIPLEPOINTPRESSURE,TRIPLEPOINTTEMPERATURE,MELTINGPOINTTEMPERATURE,ENTHALPYOFFORMATION,ABSOLUTEENTROPY,SOLIDDENSITYCOEFS1,SOLIDDENSITYCOEFS2,SOLIDDENSITYCOEFS3,SOLIDDENSITYCOEFS4,SOLIDDENSITYCOEFS5,LIQUIDDENSITYCOEFS1,LIQUIDDENSITYCOEFS2,LIQUIDDENSITYCOEFS3,LIQUIDDENSITYCOEFS4,LIQUIDDENSITYCOEFS5,HEATOFVAPORIZATIONCOEFS1,HEATOFVAPORIZATIONCOEFS2,HEATOFVAPORIZATIONCOEFS3,HEATOFVAPORIZATIONCOEFS4,HEATOFVAPORIZATIONCOEFS5,STDDENS,MC1,MC2,MC3,MC1Solid,MC2Solid,MC3Solid,TwuCoon1,TwuCoon2,TwuCoon3,associationsites,associationscheme,racketZCPA,volcorrCPA_T,associationboundingvolume_SRK,associationenergy,aCPA_SRK,bCPA_SRK,mCPA_SRK,aCPA_PR,bCPA_PR,mCPA_PR,associationboundingvolume_PR,calcActivity,ANTOINESolidA,ANTOINESolidB,ANTOINESolidC,Hsub,criticalViscosity,HydrateA1Small,HydrateB1Small,HydrateA1Large,HydrateB1Large,HydrateA2Small,HydrateB2Small,HydrateA2Large,HydrateB2Large,HydrateFormer,mSAFT,sigmaSAFT,epsikSAFT,associationboundingvolume_PCSAFT,associationenergy_PCSAFT,LJDIAMETERHYDRATE,LJEPSHYDRATE,SphericalCoreRadiusHYDRATE,DeshMatIonicDiameter,waxformer,B2_largeGF,A1_smallGF,B1_smallGF,A1_largeGF,B1_largeGF,A2_smallGF,B2_smallGF,A2_largeGF,CPsolid1,CPsolid2,CPsolid3,CPsolid4,CPsolid5,CPliquid1,CPliquid2,CPliquid3,CPliquid4,CPliquid5,MCPR1,MCPR2,MCPR3,PARACHOR_CPA,lambdaRSAFTVRMie,lambdaASAFTVRMie,mSAFTVRMie,sigmaSAFTVRMie,epsikSAFTVRMie,associationenergy_SAFTVRMie,associationvolume_SAFTVRMie,UMRCPA_MC1,UMRCPA_MC2,UMRCPA_MC3,UMRCPA_MC4,UMRCPA_MC5,UMRCPA_a0,UMRCPA_b,UMRCPA_assocEnergy,UMRCPA_assocVolume,UMRCPA_assocScheme,UMRCPA_associating,UMRCPA_racketZ,UMRCPA_volcorr_T,InChIKey
320,"3,5-dimethylcyclopentene",7459-71-4,HC,1323,C7H12,96.17018,0.7714,291.88576,34.318868,0.091511693,79.85,96.17018,353.5,Classic,1374.6,36.54003,-0.034802404,0.000116811,-1.3e-07,5.254448e-11,none,0.0,0.0,0.0,0.0,0.0,1.8,0.076,0.235662374,0.0,2.52,809.1,0.0,3,-27.952757828,4665.22592993,0.052323342,-3.8356e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.054783425,0.094678512,-2.267329403,-0.384,0.00525,-6.37e-06,52.8786226,10114,1000.0,0.00611,176.07,176.07,-89890,189.0,0.0,0.0,0.0,0.0,0.0,5.459,0.30542,647.13,0.081,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,1.087,-0.638,0.635,0.0,0.0,0.0,0.168272437,0.908482584,5.240427372,4,4C,0.296941807,0.000718744,0.0692,16655.0,12277.0,1.4515,0.67359,13855.59696,1.456360879,0.664155324,0.046473789,1,17.38710706,-6141.762746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0656,3.0007,366.51,0.034868,20790.8198,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.49,140.52,0.0,0.0,0.0,276370.0,-2090.1,8.125,-0.014116,9.37e-06,0.923656,-0.37937,0.442429,52.419867266,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,PUPAPFTXLYVYPX-UHFFFAOYSA-N
321,3-ethyl-2-pentene,816-79-5,HC,1324,C7H14,98.18606,0.6968,274.51,29.76,0.307,95,98.18606,408.5,Classic,1374.6,36.54003,-0.034802404,0.000116811,-1.3e-07,5.254448e-11,none,0.0,0.0,0.0,0.0,0.0,1.8,0.076,0.235662374,0.0,2.52,809.1,0.0,3,-27.952757828,4665.22592993,0.052323342,-3.8356e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.054783425,0.094678512,-2.267329403,-0.384,0.00525,-6.37e-06,52.8786226,12778,1000.0,0.00611,149.61,149.61,-87950,408.47,0.0,0.0,0.0,0.0,0.0,5.459,0.30542,647.13,0.081,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,1.087,-0.638,0.635,0.0,0.0,0.0,0.168272437,0.908482584,5.240427372,4,4C,0.296941807,0.000718744,0.0692,16655.0,12277.0,1.4515,0.67359,13855.59696,1.456360879,0.664155324,0.046473789,1,17.38710706,-6141.762746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0656,3.0007,366.51,0.034868,20790.8198,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.49,140.52,0.0,0.0,0.0,276370.0,-2090.1,8.125,-0.014116,9.37e-06,0.923656,-0.37937,0.442429,52.419867266,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,XMYFZAWUNVHVGI-UHFFFAOYSA-N
322,3-ethyl-3-hexene,16789-51-8,HC,1325,C8H16,112.21264,0.7109,292.48,26.87,0.351,116,112.21264,464.5,Classic,1374.6,36.54003,-0.034802404,0.000116811,-1.3e-07,5.254448e-11,none,0.0,0.0,0.0,0.0,0.0,1.8,0.076,0.235662374,0.0,2.52,809.1,0.0,3,-27.952757828,4665.22592993,0.052323342,-3.8356e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.054783425,0.094678512,-2.267329403,-0.384,0.00525,-6.37e-06,52.8786226,15368,1000.0,0.00611,160.88,160.88,-104000,446.89,0.0,0.0,0.0,0.0,0.0,5.459,0.30542,647.13,0.081,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,1.087,-0.638,0.635,0.0,0.0,0.0,0.168272437,0.908482584,5.240427372,4,4C,0.296941807,0.000718744,0.0692,16655.0,12277.0,1.4515,0.67359,13855.59696,1.456360879,0.664155324,0.046473789,1,17.38710706,-6141.762746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0656,3.0007,366.51,0.034868,20790.8198,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.49,140.52,0.0,0.0,0.0,276370.0,-2090.1,8.125,-0.014116,9.37e-06,0.923656,-0.37937,0.442429,52.419867266,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,AUJLDZJNMXNESO-UHFFFAOYSA-N
323,3-ethylcyclopentene,694-35-9,HC,1326,C7H12,96.17018,0.7902,292.2,35.69,0.27,97.8,96.17018,354.5,Classic,1374.6,36.54003,-0.034802404,0.000116811,-1.3e-07,5.254448e-11,none,0.0,0.0,0.0,0.0,0.0,1.8,0.076,0.235662374,0.0,2.52,809.1,0.0,3,-27.952757828,4665.22592993,0.052323342,-3.8356e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.054783425,0.094678512,-2.267329403,-0.384,0.00525,-6.37e-06,52.8786226,9043,1000.0,0.00611,180.31,180.31,-43770,394.61,0.0,0.0,0.0,0.0,0.0,5.459,0.30542,647.13,0.081,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,1.087,-0.638,0.635,0.0,0.0,0.0,0.168272437,0.908482584,5.240427372,4,4C,0.296941807,0.000718744,0.0692,16655.0,12277.0,1.4515,0.67359,13855.59696,1.456360879,0.664155324,0.046473789,1,17.38710706,-6141.762746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0656,3.0007,366.51,0.034868,20790.8198,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.49,140.52,0.0,0.0,0.0,276370.0,-2090.1,8.125,-0.014116,9.37e-06,0.923656,-0.37937,0.442429,52.419867266,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,HICUGGYRYZOXJI-UHFFFAOYSA-N
324,3-ethylheptane,15869-80-4,HC,1327,C9H20,128.2551,0.729416,316.85,23.9,0.408,143.1,128.2551,528,Classic,1374.6,36.54003,-0.034802404,0.000116811,-1.3e-07,5.254448e-11,none,0.0,0.0,0.0,0.0,0.0,1.8,0.076,0.235662374,0.0,2.52,809.1,0.0,3,-27.952757828,4665.22592993,0.052323342,-3.8356e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.054783425,0.094678512,-2.267329403,-0.384,0.00525,-6.37e-06,52.8786226,15543,1000.0,0.00611,158.25,158.25,-231460,497.82,0.0,0.0,0.0,0.0,0.0,5.459,0.30542,647.13,0.081,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,1.087,-0.638,0.635,0.0,0.0,0.0,0.168272437,0.908482584,5.240427372,4,4C,0.296941807,0.000718744,0.0692,16655.0,12277.0,1.4515,0.67359,13855.59696,1.456360879,0.664155324,0.046473789,1,17.38710706,-6141.762746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0656,3.0007,366.51,0.034868,20790.8198,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.49,140.52,0.0,0.0,0.0,276370.0,-2090.1,8.125,-0.014116,9.37e-06,0.923656,-0.37937,0.442429,52.419867266,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,PSVQKOKKLWHNRP-UHFFFAOYSA-N
325,3-ethylnonane,17302-11-3,HC,1328,C11H24,156.30826,0.7437,356.98,19.48,0.507,188,156.30826,645.5,Classic,1374.6,36.54003,-0.034802404,0.000116811,-1.3e-07,5.254448e-11,none,0.0,0.0,0.0,0.0,0.0,1.8,0.076,0.235662374,0.0,2.52,809.1,0.0,3,-27.952757828,4665.22592993,0.052323342,-3.8356e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.054783425,0.094678512,-2.267329403,-0.384,0.00525,-6.37e-06,52.8786226,20723,1000.0,0.00611,198.73,198.73,-272700,576.8,0.0,0.0,0.0,0.0,0.0,5.459,0.30542,647.13,0.081,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,1.087,-0.638,0.635,0.0,0.0,0.0,0.168272437,0.908482584,5.240427372,4,4C,0.296941807,0.000718744,0.0692,16655.0,12277.0,1.4515,0.67359,13855.59696,1.456360879,0.664155324,0.046473789,1,17.38710706,-6141.762746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0656,3.0007,366.51,0.034868,20790.8198,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.49,140.52,0.0,0.0,0.0,276370.0,-2090.1,8.125,-0.014116,9.37e-06,0.923656,-0.37937,0.442429,52.419867266,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,FKJSIWPQZCKMIL-UHFFFAOYSA-N
326,3-ethyloctane,5881-17-4,HC,1329,C10H22,142.28168,0.7700,340.45,21.89,0.446,165,142.28168,561,Classic,1374.6,36.54003,-0.034802404,0.000116811,-1.3e-07,5.254448e-11,none,0.0,0.0,0.0,0.0,0.0,1.8,0.076,0.235662374,0.0,2.52,809.1,0.0,3,-27.952757828,4665.22592993,0.052323342,-3.8356e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.054783425,0.094678512,-2.267329403,-0.384,0.00525,-6.37e-06,52.8786226,18133,1000.0,0.00611,187.46,187.46,-193300,536,0.0,0.0,0.0,0.0,0.0,5.459,0.30542,647.13,0.081,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,1.087,-0.638,0.635,0.0,0.0,0.0,0.168272437,0.908482584,5.240427372,4,4C,0.296941807,0.000718744,0.0692,16655.0,12277.0,1.4515,0.67359,13855.59696,1.456360879,0.664155324,0.046473789,1,17.38710706,-6141.762746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0656,3.0007,366.51,0.034868,20790.8198,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.49,140.52,0.0,0.0,0.0,276370.0,-2090.1,8.125,-0.014116,9.37e-06,0.923656,-0.37937,0.442429,52.419867266,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,OEYGTUAKNZFCDJ-UHFFFAOYSA-N
327,3-ethylpentane,617-78-7,HC,1330,C7H16,100.20194,0.701168,267.45,28.9,0.31,93.4,100.20194,416,Classic,1374.6,36.54003,-0.034802404,0.000116811,-1.3e-07,5.254448e-11,none,0.0,0.0,0.0,0.0,0.0,0,0.076,0.235662374,0.0,2.52,809.1,0.0,3,-27.952757828,4665.22592993,0.052323342,-3.8356e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.054783425,0.094678512,-2.267329403,-0.384,0.00525,-6.37e-06,52.8786226,9550,1000.0,0.00611,154.5,154.35,-189500,411.5,0.0,0.0,0.0,0.0,0.0,5.459,0.30542,647.13,0.081,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,1.087,-0.638,0.635,0.0,0.0,0.0,0.168272437,0.908482584,5.240427372,4,4C,0.296941807,0.000718744,0.0692,16655.0,12277.0,1.4515,0.67359,13855.59696,1.456360879,0.664155324,0.046473789,1,17.38710706,-6141.762746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0656,3.0007,366.51,0.034868,20790.8198,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.49,140.52,0.0,0.0,0.0,276370.0,-2090.1,8.125,-0.014116,9.37e-06,0.923656,-0.37937,0.442429,52.419867266,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,AORMDLNPRGXHHL-UHFFFAOYSA-N
328,3-methyl-1-butene,563-45-1,HC,1331,C5H10,70.1329,0.63127,179.55,35.3,0.2274,20.1,70.1329,304.9,Classic,2.6,37.978352,-0.07461815,0.000301881,-2.83e-07,9.070574e-11,pow10,3.7687,395.744,266.682,0.0,0.0,0.320778021609,0.0,0.0,0.0,2.52,155.809006022,0.406998625,3,-26.87,1150.0,0.187,-0.000521,-50500.0,2.0,0.0,0.0,0.0,0.0,0,solute,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303,-0.000605,-3.2e-06,77.3,5360,452.0,0.116656057,104.7296,104.9,-27500,334.62,33.022,-0.01587,-0.000155,0.0,0.0,2.92,0.29,191.0,0.289,0.0,8170.0,0.0,0.0,0.0,0.0,0.1,0.5857,-0.7206,1.2899,0.0,0.0,0.0,0.122841598,0.914470789,2.741978611,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18626,1,1.0,-6.68082,0.0,9700.0,1.5293e-05,0.04792,1594.0,0.01244,2952.0,0.002317,2777.0,1.076,1323.0,yes,1.0,3.703900119,150.029998779,0.0,0.0,3.190710941,155.809006022,0.406998625,1.0,0,900.0,0.000621,2760.0,0.421,1963.1,0.00404868,2636.75,0.29527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39234,0.0,0.0,77.3,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,YHQXBTXEYZIYOV-UHFFFAOYSA-N
329,3-methyl-1-hexene,3404-61-3,HC,1332,C7H14,98.18606,0.695179,254.85,29.5,0.306,84,98.18606,398,Classic,1374.6,36.54003,-0.034802404,0.000116811,-1.3e-07,5.254448e-11,none,0.0,0.0,0.0,0.0,0.0,1.8,0.076,0.235662374,0.0,2.52,809.1,0.0,3,-27.952757828,4665.22592993,0.052323342,-3.8356e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.054783425,0.094678512,-2.267329403,-0.384,0.00525,-6.37e-06,52.8786226,9083,1000.0,0.00611,151.89,151.89,-63600,408.37,0.0,0.0,0.0,0.0,0.0,5.459,0.30542,647.13,0.081,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,1.087,-0.638,0.635,0.0,0.0,0.0,0.168272437,0.908482584,5.240427372,4,4C,0.296941807,0.000718744,0.0692,16655.0,12277.0,1.4515,0.67359,13855.59696,1.456360879,0.664155324,0.046473789,1,17.38710706,-6141.762746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0656,3.0007,366.51,0.034868,20790.8198,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.49,140.52,0.0,0.0,0.0,276370.0,-2090.1,8.125,-0.014116,9.37e-06,0.923656,-0.37937,0.442429,52.419867266,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,RITONZMLZWYPHW-UHFFFAOYSA-N
330,3-methyl-1-pentene,760-20-3,HC,1333,C6H12,84.15948,0.672351,221.85,32.9,0.264,54,84.15948,343.3,Classic,1374.6,36.54003,-0.034802404,0.000116811,-1.3e-07,5.254448e-11,none,0.0,0.0,0.0,0.0,0.0,1.8,0.076,0.235662374,0.0,2.52,809.1,0.0,3,-27.952757828,4665.22592993,0.052323342,-3.8356e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.054783425,0.094678512,-2.267329403,-0.384,0.00525,-6.37e-06,52.8786226,6493,1000.0,0.00611,120.15,120.15,-49500,377.13,0.0,0.0,0.0,0.0,0.0,5.459,0.30542,647.13,0.081,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,1.087,-0.638,0.635,0.0,0.0,0.0,0.168272437,0.908482584,5.240427372,4,4C,0.296941807,0.000718744,0.0692,16655.0,12277.0,1.4515,0.67359,13855.59696,1.456360879,0.664155324,0.046473789,1,17.38710706,-6141.762746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0656,3.0007,366.51,0.034868,20790.8198,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.49,140.52,0.0,0.0,0.0,276370.0,-2090.1,8.125,-0.014116,9.37e-06,0.923656,-0.37937,0.442429,52.419867266,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,LDTAOIUHUHHCMU-UHFFFAOYSA-N
331,3-methyl-2-hexene,17618-77-8,HC,1334,C7H14,98.18606,0.6962,266.55383,29.762888,0.33690735,93.85,98.18606,408.5,Classic,1374.6,36.54003,-0.034802404,0.000116811,-1.3e-07,5.254448e-11,none,0.0,0.0,0.0,0.0,0.0,1.8,0.076,0.235662374,0.0,2.52,809.1,0.0,3,-27.952757828,4665.22592993,0.052323342,-3.8356e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.054783425,0.094678512,-2.267329403,-0.384,0.00525,-6.37e-06,52.8786226,12778,1000.0,0.00611,154.15,154.15,-88750,189.0,0.0,0.0,0.0,0.0,0.0,5.459,0.30542,647.13,0.081,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,1.087,-0.638,0.635,0.0,0.0,0.0,0.168272437,0.908482584,5.240427372,4,4C,0.296941807,0.000718744,0.0692,16655.0,12277.0,1.4515,0.67359,13855.59696,1.456360879,0.664155324,0.046473789,1,17.38710706,-6141.762746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0656,3.0007,366.51,0.034868,20790.8198,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.49,140.52,0.0,0.0,0.0,276370.0,-2090.1,8.125,-0.014116,9.37e-06,0.923656,-0.37937,0.442429,52.419867266,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,JZMUUSXQSKCZNO-UHFFFAOYSA-N
332,3-methylnonane,5911-04-6,HC,1335,C10H22,142.28168,0.735879,340.45,21.6,0.465,168,142.28168,583,Classic,1374.6,36.54003,-0.034802404,0.000116811,-1.3e-07,5.254448e-11,none,0.0,0.0,0.0,0.0,0.0,1.8,0.076,0.235662374,0.0,2.52,809.1,0.0,3,-27.952757828,4665.22592993,0.052323342,-3.8356e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.054783425,0.094678512,-2.267329403,-0.384,0.00525,-6.37e-06,52.8786226,18133,1000.0,0.00611,188.5,188.25,-254390,543.01,0.0,0.0,0.0,0.0,0.0,5.459,0.30542,647.13,0.081,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,1.087,-0.638,0.635,0.0,0.0,0.0,0.168272437,0.908482584,5.240427372,4,4C,0.296941807,0.000718744,0.0692,16655.0,12277.0,1.4515,0.67359,13855.59696,1.456360879,0.664155324,0.046473789,1,17.38710706,-6141.762746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0656,3.0007,366.51,0.034868,20790.8198,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.49,140.52,0.0,0.0,0.0,276370.0,-2090.1,8.125,-0.014116,9.37e-06,0.923656,-0.37937,0.442429,52.419867266,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,PLZDDPSCZHRBOY-UHFFFAOYSA-N
333,4-ethylheptane,2216-32-2,HC,1336,C9H20,128.2551,0.730927,311.8,23.25,0.416,141,128.2551,533.5,Classic,1374.6,36.54003,-0.034802404,0.000116811,-1.3e-07,5.254448e-11,none,0.0,0.0,0.0,0.0,0.0,1.8,0.076,0.235662374,0.0,2.52,809.1,0.0,3,-27.952757828,4665.22592993,0.052323342,-3.8356e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.054783425,0.094678512,-2.267329403,-0.384,0.00525,-6.37e-06,52.8786226,15543,1000.0,0.00611,176.19,176.19,-177700,495.47,0.0,0.0,0.0,0.0,0.0,5.459,0.30542,647.13,0.081,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,1.087,-0.638,0.635,0.0,0.0,0.0,0.168272437,0.908482584,5.240427372,4,4C,0.296941807,0.000718744,0.0692,16655.0,12277.0,1.4515,0.67359,13855.59696,1.456360879,0.664155324,0.046473789,1,17.38710706,-6141.762746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0656,3.0007,366.51,0.034868,20790.8198,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.49,140.52,0.0,0.0,0.0,276370.0,-2090.1,8.125,-0.014116,9.37e-06,0.923656,-0.37937,0.442429,52.419867266,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,XMROPFQWHHUFFS-UHFFFAOYSA-N
334,4-methyl-1-hexene,3769-23-1,HC,1337,C7H14,98.18606,0.702289,260.85,30.4,0.302,87,98.18606,398,Classic,1374.6,36.54003,-0.034802404,0.000116811,-1.3e-07,5.254448e-11,none,0.0,0.0,0.0,0.0,0.0,1.8,0.076,0.235662374,0.0,2.52,809.1,0.0,3,-27.952757828,4665.22592993,0.052323342,-3.8356e-05,-229000.0,-19.2905,29814.5,-0.019678,0.000132,-3.11e-07,0,solvent,0.0,0.0,0.0,0.0,0.054783425,0.094678512,-2.267329403,-0.384,0.00525,-6.37e-06,52.8786226,9083,1000.0,0.00611,131.9,131.9,-70670,412.39,0.0,0.0,0.0,0.0,0.0,5.459,0.30542,647.13,0.081,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.999,1.087,-0.638,0.635,0.0,0.0,0.0,0.168272437,0.908482584,5.240427372,4,4C,0.296941807,0.000718744,0.0692,16655.0,12277.0,1.4515,0.67359,13855.59696,1.456360879,0.664155324,0.046473789,1,17.38710706,-6141.762746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.0656,3.0007,366.51,0.034868,20790.8198,2.52,809.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.49,140.52,0.0,0.0,0.0,276370.0,-2090.1,8.125,-0.014116,9.37e-06,0.923656,-0.37937,0.442429,52.419867266,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,SUWJESCICIOQHO-UHFFFAOYSA-N
